분류,장소명
자연,각시바우오름
자연,문섬/섶섬/범섬/새섬
자연,서귀포칠십리해안경승지
자연,수월봉과차귀해안
자연,제주벚꽃길드라이브
자연,천지연걸매생태공원
자연,하늬복이오름
체험관광지,낙타트레킹
체험관광지,물드리네
체험관광지,서귀포전기버스시티투어
체험관광지,제주샘주공장
체험관광지,한라산소주공장투어
문화/예술/역사,알뜨르비행장및일본군비행기격납고
문화/예술/역사,제주성읍마을고창환고택
문화/예술/역사,제주성읍마을고평오고택
문화/예술/역사,제주항파두리항몽유적
박물관/전시관/미술관,닥종이인형박물관
박물관/전시관/미술관,제주생태문화전시관더플래닛
박물관/전시관/미술관,제주돌마을공원수석전시관
산업,제주샘주양조장
산업,지속가능환경교육센터
